Aal;tripsk;'tripsk;
Größe;grap;;
Größenordnung;grapfîltionem;;
Größenwahn;graphûlash;;
größtenteils;graptesächref;;
Großvater;grapäuwíker;;
Grotte;choup;;
Grube;priltion;;
Gruft;wespash;;
Grün;belsp;;
Grund;nalmash;;
gründen;korchrell;;
gründlich;helruxt;;
Gründlichkeit;helrux;;
Grundsatz;nalmashfrilm;;
grundsätzlich;nalmashfrilmt;;
Grundstein;nalmashshatch;;
Gründung;korchrem;;
grunzen;pixchrell;;
Gruppe;teych;;
Gruppenzwang;teychtorash;;
gruppieren;teychell;;
Grusel;foprash;;
gruselig;foprasht;;
gruseln;foprashell;;
Gruß;îstion;;
grüßen;îstionell;;
Guitarre;kobok;;
Gulasch;mrom;;
Gulli;fpem;;
gültig;zîcht;;
Gültigkeit;zîch;;
Gummi;dosh;;
Gunst;welix;;
günstig;welixt;;
Gurgel;molion;;
gurgeln;molionell;;
Gurke;amac;;
Gurt;liption;;
Gürtel;hoskrí;;
Gürteltier;hoskríatromsk;;
Guss;murvestionír;;
Gut;distion;;
gut;wîtiont;;
Gutachten;ustrash;;
Gute;wîtion;;
Gutschein;wîtionbelmash;;
Haar;efsoul;;
Haarbürste;efsoulsbnash;;
haaren;efsoulell;;
haarig;efsoult;;
Habe;krí;;
haben;krell;;
Hacke;splitch;;
hacken;splitchell;;
Hafen;timroil;;
Hafer;komef;;
Haferflocke;komeffektion;;
Haft;grofash;;
haften;grofashell;;
Haftung;grofashem;;
Hagel;snachr;;
Hagelkorn;snachrkopish;;
hageln;snachrell;;
Hahn;eskrisk;;
Hai;gupsk;;
Haken;nurtion;;
halb;plaunt;;
Halbfinale;plauntwesch;;
halbieren;plaunell;;
Halbierung;plaunem;;
halbwegs;plauntlím;;
Halbzeit;plauntlouk;;
Hälfte;plaun;;
Halfter;rexosh;;
Halle;frim;;
Hallo;túlá;;
Halm;winktion;;
Hals;siulch;;
Halsband;siulchmuktion;;
Halstuch;siulchprelx;;
Halsweh;siulchkolp;;
halt;lif;;
Halt;mash;;
haltbar;mashfe^chtiont;;
Haltbarkeit;mashfe^chtion;;
halten;mashell;;
Halterung;mashtionem;;
Haltestelle;mashpurtion;;
Haltung;mashem;;
Häme;fulp;;
hämisch;fulpt;;
Hammer;culchr;;
Hamster;filtrisk;;
hamstern;filtrishell;;
Hand;stoush;;
Handbuch;stoushsolotch;;
Handel;trind;;
handeln;trindell;;
handlich;stousht;;
Handlung;trindem;;
Handschrift;stoushsimash;;
Handtasche;stoushletch;;
Handtuch;stoushprelx;;
Handwerk;stoushkrílon;;
Handwerker;stoushkríloner;;
Handy;îlef;;
Hang;eftachr;;
Hangar;cîgor;;
Hängebrücke;eftashtíreltion;;
hängen;eftashell;;
Hanglage;eftachrestion;;
Häppchen;spitchníl;;
Happen;spitch;;
harmlos;burstasht;;
Harmlosigkeit;burstash;;
Harmonie;pashn;;
harmonisch;pashnt;;
Harpune;pelash;;
harpunieren;pelashell;;
harren;kelrîell;;
hart;eyrasht;;
Härte;eyrash;;
härten;eyrashell;;
Hase;mlîsk;;
Hass;chetion;;
hassen;chetionell;;
Haube;ashkó;;
Hauch;shárash;;
hauchen;shárashell;;
hauen;cumchrell;;
Haufen;fention;;
häufig;fentiont;;
Haupt;blouk;;
Hauptbahnhof;bloukulrashfîp;;
Hauptsache;bloukhewchr;;
hauptsächlich;bloukhewchrt;;
Hauptstadt;bloukrelcem;;
Haus;tormtion;;o
Hausarrest;tormtiondialash;;
Hause;tormk;;
hausen;tormtionell;;
Hausfriedensbruch;tormtionnílínchlachr;;
Haushalt;tormtionmash;;
haushalten;tormtionmashell;;
Haushälterin;tormtionmashin;;
haushälterisch;tormtionmasht;;
häuslich;tormtiont;;
Hausmeister;tormtionroltioner;;
Hausordnung;tormtionfîltionem;;
Haustür;tormtionleftouk;;
Haut;rintion;;
häuten;rintionell;;
Hautfarbe;rintionmurmash;;
hautnah;rintionkurkt;;
Havarie;salp;;
Headset;gordoshouk;;
Hebel;pruk;;
heben;sîmchell;;
Hebung;sîmchem;;
hecheln;kopchrell;;
Heck;tîermon;;
Hecke;efror;'ef.ror;
Hefe;jup;;
Heft;blísh;;
heften;blíshell;;
heftig;qaunt;;
Heftigkeit;qaun;;
hegen;meloshell;;
Heidelbeere;niîk;;
heikel;kreschrt;;
heil;tóroilt;;
heilbar;tóroilfe^chtiont;;
heilen;tóroilell;;
Heiler;tóroiler;;
Heilerin;tóroilin;;
heilig;blort;;
Heilung;tóroilem;;
Heim;sotch;;
Heimat;sochr;;
heimlich;pelotcht;;
Heimlichkeit;pelotch;;
Heimweh;sotchkolp;;
Heirat;auroil;;
heiraten;auroilell;;
heiser;mätrasht;;
Heiserkeit;mätrash;;
heiß;asplasht;;
heißen;despashell;;
Heißhunger;asplashäuspawk;;
heizen;kurmell;;
Heizlüfter;kurmchoiftionrol;;
Heizöl;kurmshrom;;
Heizung;kurmem;;
Hektik;usash;;
hektisch;usasht;;
Held;rouchap;;
heldenhaft;rouchfrált;'rouch.frált;
Heldin;rouchin;;
helfen;inftionell;;
Helfer;inftioner;;
Helikopter;stáresh;;
Helix;aufos;;
hell;lárasht;;
Helligkeit;lárash;;
Helm;tosh;;
Hemd;káschr;;
hemmen;ruskashell;;
Hemmung;ruskashem;;
Henne;eskrin;;
her;loud;;
heran;fíp;;
herauf;dîk;;
heraus;ritch;;
Herausforderer;ritchkialsher;;
herausfordern;ritchkialshell;;
Herausforderung;ritchkialshem;;
Herausgabe;ritchinchrír;;
herausgeben;ritchinchrell;;
herausragen;ritchqeschrell;;
herausragend;ritchqeschrellp;;
herb;redrilt;;
herbei;loudstrill;;
Herbst;stosh;;
Herd;shonk;;
Herde;gulk;;
herein;fích;;
hergeben;loudinchrell;;
Herr;eyler;;
herrlich;íjakt;;
Herrlichkeit;íjak;;
Herrschaft;breyx;;
herrschen;breyxell;;
Herrscher;breyxer;;
herstellen;loudpurchell;;
Hersteller;loudpurchap;;
herum;sew;;
herunter;duk;;
hervor;loudtat;;
hervorragend;loudtatqeschrellp;;
Herz;sorsh;;
herzhaft;sorshfrált;;
herzlich;sorsht;;
herzlos;sorshlept;;
Herzlosigkeit;sorshlep;;
Hetze;konchr;;
hetzen;konchrell;;
Hetzerei;konchrtrá;kon.chr.trá;
Heu;rosh;;
heucheln;venchell;;
Heuchler;venchap;;
heuchlerisch;vencht;;
heuern;shalvell;;
heulen;vawrashell;;
Heuschnupfen;roshbrelchr;;
heute;ralch;;
heutig;ralcht;;
heutzutage;ralchkíroution;;
Hexe;cukchin;;
hexen;cukchell;;
Hexenbesen;cukchotkroi;;
Hexer;cukchap;;
Hexerei;cukch;;
hi;túl;'túl;
Hieb;fîch;;
hier;desh;;
hierzu;deshkí;;
hiesig;nouxt;;
Hilfe;inftion;;
hilflos;inftionlept;;
Hilflosigkeit;inftionlep;;
hilfreich;inftionnotcht;;
Himbeere;birîk;;
Himmel;boulchr;;
himmlisch;boulchrt;;
hin;lod;;
hindern;dashchrell;;
Hindernis;dashchr;;
hinein;dosem;;
Hingabe;lodinchrír;;
hingeben;lodinchrell;;
Hinspiel;lodfeych;;
hinten;trouil;'trou.il;
hinter;trouilt;;
hintergehen;trouiltorstionell;;
Hintergrund;trouiltnalmash;;
Hinterhalt;trouiltmash;;
hinterher;trouiltloud;;
Hintern;trouk;;
hinweg;lodlím;;
Hinweis;lodókosh;;
hinweisen;lodókoshell;;
hinzufügen;lodkísprurmell;;
Hirn;kilk;;
hirnverbrannt;kilkjawsshawlat;;
Hirsch;korsk;;
Hirse;yilhek;;
Histerie;valowch;;
histerisch;valowcht;;
Hitze;asplax;;
hitzefrei;asplaxloucht;;
hobeln;epsishell;;
hoch;kront;;
hochnäsig;krontîtoringt;;
Hochspannung;kronäutelashem;;
hochspringen;krontdinchrell;;
Hochsprung;kronäudinchrem;;
höchsten;krontes;;
höchstens;krontest;;
Höchstgeschwindigkeit;krontesqilsh;;
Hochwasser;kronäururch;;
hochwertig;krontchîmt;;
Hocke;vîrop;;
Hocker;vîropol;;
Hof;fîp;;
hoffen;meytionell;;
hoffentlich;meytiont;;
Hoffnung;meytionem;;
Höhe;kron;;
Höhenangst;kronqíz;;
Höhepunkt;kronkelx;;
höher;krontem;;
Höhle;lîrash;;
hold;weyft;;
holen;toichrell;;
Hölle;knachr;;
höllisch;knachrt;;
Holz;stotch;;
Homeoffice;tormkrolrox;'tormk.rol.rox;
Honig;morok;;
horchen;esplishell;'es.pli.shell;
hören;dílashell;;v
Hörer;dílashrol;;
hörig;reybekt;;
Hörigkeit;reybek;;
Hormon;wârk;;
Horn;kríl;;
Hörnchen;krílníl;;
Horror;sfash;;
horten;koulshell;;
Hose;toilom;;
Hosenscheißer;toilomoilûshek;;
Hotel;skosh;;
Hub;sîmchír;;
hübsch;grít;;
Hubschrauber;stáresh;;
Hüfte;kuslash;;
Hügel;gârk;;
hügelig;gârkt;;
Huhn;eskrit;;
Hülle;nection;;
hüllen;nectionell;;
Hummel;rognisk;;
Humor;lefroil;;
Hund;jomsk;;
hundert;plouk;;
Hündin;jomin;;
Hunger;spawk;;
hungern;spawkell;;
hungrig;spawkt;;
Hupe;lewl;;
hupen;lewlell;;
hüpfen;keskashell;;
Hürde;blutch;;
Hure;copashin;;
huren;copashell;;
huschen;bîpîshell;;
husten;krutchell;;
Hut;nauc;;
Hut;zoil;;
hüten;zoilell;;
Hüter;zoillok;;
Hütte;sekchr;;
Hüttenkäse;sekchrawqon;;
Hyaluron;refstá;;
Hyäne;külgorsk;;
Hydraulik;pädrush;;
hydraulisch;pädrusht;;
Hygiene;trilf;;
hygienisch;trilft;;
Hymne;kîron;;
Hypnose;pnilchr;;
hypnotisieren;pnilchrell;;
ich;val;;
Ideal;kekchr;;
ideal;kekchrt;;
idealerweise;kekchrtrélt;;
idealisch;kek^tiont;;
idealisieren;kekchrell;;
Idealisierung;kekchrem;;
Idealismus;kektion;;
Idealist;kektioner;;
idealistisch;kektiont;;
Idealität;kek^tion;;
Idee;trelkon;;
Identifikation;pushroil;;
identifizieren;pushroilell;;
Identität;posdrij;;
Idiot;gúlek;;
Igel;drílashsk;;
ignorieren;cvalchell;;
ihm;eym;;
ihm;urm;;
ihn;eyf;;
ihnen;räim;;
ihr;eylm;;
ihr;eylp;;
ihr;räip;;
ihr;taw;;
ihrerseits;eylptewtiont;;
Ihrerseits;tawptewtiont;;
Ikone;cilperron;;
Illusion;frition;;
im;úlb;;
immer;nawl;;
immerhin;nawllod;;
immun;téroilt;;
immunisieren;téroilell;;
Immunsystem;téroiltîrîsh;;
impfen;loftionell;;
Impfung;loftionem;;
implodieren;roispnutchell;;
Implosion;roispnutch;;
imponieren;blîcchrell;;
Import;roiskialk;;
importieren;roiskialkell;;
Improvisation;konroichr;;
improvisieren;konroichrell;;
Impuls;ralsh;;
in;úl;;
indem;úlbey;;
Index;geylash;;
indexieren;geylashell;;
Indexierung;geylashem;;
indirekt;númulct;;
indiskret;núsüroilt;;
Industrie;wîerroil;;
industriell;wîerroilt;;
Infektion;mupash;;
Inferno;prolokosh;;
Infiltration;zúguschr;;
infiltrieren;zúgustionell;;
Infiltrierung;zúgustionem;;
infizieren;mupashell;;
Information;rälash;;
informieren;rälashell;;
infrarot;kawkkroilsp;;
Infraschall;kawkhuption;;
Inhalt;úlmash;;
inhaltlich;úlmasht;;
Initiale;sitrap;;
Initiative;bouz;;
Inland;úlmaleyk;;
inmitten;úlenlashk;;
innen;fíchef;'fí.chef;
Innovation;kârkash;;
innovativ;kârkasht;;
inoffiziell;nútrîlimt;;
ins;úlbey;;
Insekt;qanansk;;
Insel;ímialc;;
insgesamt;úlhurcht;;
Inspektion;feltroichr;;
inspizieren;feltroichrell;;
Installation;niktion;;
installieren;niktionell;;
Instinkt;cetrolm;;
instinktiv;cetrolmt;;
Institut;brak;;
Instrument;wawtosh;;
instrumental;wawtosht;;
integer;tonsht;;
Integration;tonsh;;
integrieren;tonshell;;
Integrität;tonchr;;
intelligent;nirukt;;
Intelligenz;niruk;;
Intensität;forp;;
intensiv;forpt;;
intensivieren;forpell;;
interessant;biltiont;;
Interesse;biltion;;
interessieren;biltionell;;
intern;roisraulasht;;
international;kîkjelext;;
Internet;kîktroil;;
Interpretation;poproil;;
interpretieren;poproilell;;
Intervall;momchr;;
Interview;háron;;
interviewen;háronell;;
intim;níqímt;;
intrigant;blîmt;;
Intrige;blîm;;
intrigieren;blîmell;;
Intuition;yalp;;
intuitiv;yalpt;;
Invasion;shîeron;;
inzwischen;úlcefk;;
Ion;kurpash;;
ionisieren;kurpashell;;
Ionisierung;kurpashem;;
irdisch;elptiont;;
irgend;äl;;
irgendein;älelm;;
irgendwann;älqef;;
irgendwelche;älqadbey;;
irgendwer;älqäm;;
irgendwie;älqouk;;
irgendwo;älqawk;;
irre;hawfrilt;;
irren;hawfrilell;;
Irritation;fremsh;;
irritieren;fremshell;;
Irrtum;hawfril;;
isolieren;veroilell;;
Isolierung;veroilem;;
ist;bley;;
ist;blur;;
ja;rîp;;
Jacke;pîlk;;
Jackpot;hûtprîp;;
Jagd;mewchr;;
jagen;mewchrell;;
Jäger;mewchrer;;
Jaguar;drilroilsk;;
Jahr;îleyx;;
Jahrhundert;îleyxplouk;;
jährlich;îleyxt;;
Jahrtausend;îleyxsäl;;
Jahrzehnt;îleyxdaulder;;
Jalousie;spiltú;;
Jammer;kmosh;;
jämmerlich;kmosht;;
jammern;kmoshell;;
Januar;fustref;;
je;prä;;
jede;albey;;
jeden;albey;;
jedenfalls;albeyplîxt;'al.bey.plîxt;
jeder;albey;;
jedes;albey;;
jedoch;präsplon;;
jemals;pränewk;'prä.newk;
jemand;terik;;
jene;ashbey;;
jetzt;ploi;;
jeweilig;präît;'prä.ît;
jeweils;präkî;'prä.kî;
Job;pulch;;
Jod;bowk;;
Joghurt;fmetch;;
Johannisbeere;zîk;;
Joker;naul;;
Joker;naulek;;
Joker;naulot;;
Journal;postionash;;
Journalismus;postion;;
Journalist;postioner;;
Joystick;trurnchr;;
Jubel;párutch;;
jubeln;párutchell;;
Jubiläum;domlotch;;
jucken;reverchell;;
Juckreiz;reverchbloichr;;
Jugend;gulron;;
jugendlich;gulront;;
Juli;romef;;
jung;troult;;
Junge;trouler;;
Jungfrau;troulteylin;;
Juni;kref;;
Jupiter;jupit;;
Jury;smorsh;;
Juwel;läron;;
Kabel;nîleych;;
Kabine;îlem;;
Kadaver;pawk;;
Kader;tripwîk;;
Käfer;knin;;
Käfer;knisk;;
Käfer;knit;;
Kaffee;greykem;;
Käfig;plonk;;
kahl;hutrált;;
Kaki;teylmor;;
Kalender;setrup;;
Kalkulation;siltash;'sil.tash;
kalkulieren;siltashell;'sil.ta.shell;
Kalorie;heption;'hep.tion;
kalt;splîft;;
Kälte;splîf;;
kaltherzig;splîftsorsht;;
Kaltherzigkeit;splîftsorshkoul;;
Kamera;noip;;
Kamerad;tomeromek;;
Kamin;veniam;;
Kaminkehrer;veniambliasher;;
Kamm;nilgìr;;
kämmen;nilgell;;
Kammer;pîlp;;
Kämmmaschine;nilgblurch;;
Kammspinne;nilgìrtorsk;;
Kampf;crosh;;
kämpfen;croshell;;
Kanal;tifchr;;
Kanaldeckel;tifchrpenstitch;;
Kanalisation;tifchrem;;
kanalisieren;tifchrell;;
Kandidat;kratchap;;
kandidieren;kratchell;;
Kaninchen;níchrnûlsk;;
Kanister;napotch;;
Kanne;blîk;;
Kanone;memron;;
Kante;melxchr;;
Kanzel;telik;;
Kanzlei;yuktef;;
kapern;kvurnashell;;
Kapitän;srullok;;
Kapitel;rojok;;
Kapitulation;goblash;;
kapitulieren;goblashell;;
Kappe;wílc;;
Kapsel;lurch;;
kapseln;lurchell;;
kaputt;cheprext;;
Kapuze;domp;;
karg;bíront;;
Karikatur;elror;;
Karotte;fulchr;;
Karriere;lokroil;;
Karte;tron;;
Karten;trons;;
Kartenwert;tronopchîm;;
Kartoffel;ralhûk;;
Karton;plurk;;
Käse;awqon;;
Kasse;hewp;;
Kassette;tonk;;
kassieren;hewpell;;
Kassierer;hewper;;
Kaste;bíloi;;
Kasten;hítrok;;
Katalog;gauchr;;
Katapult;snutch;;
katapultieren;snutchell;;
Katastrophe;prîlp;;
Kater;kolmorsk;;
Katta;camresk;;
Katze;kolmorin;;
kauen;nemtionell;;
kauern;buschrell;;
Kauf;belchr;;
kaufen;belchrell;;
Käufer;belchrer;;
käuflich;belchrt;;
Kaugummi;nemtiondosh;;
kaum;ulcing;;
Kegel;wîption;;
Kehle;cîp;;
kehren;bliashell;;
Keil;wîchr;;
Keim;tawl;;
kein;nín;;
keine;nín;;
keiner;nín;;
Keks;fronsh;;
Kelch;óbrilof;;
Keller;souberratch;;
kennen;reychell;;
Kenntnis;reychroil;;
Kennung;reychem;;
Kennwort;reychaqinstion;;
Kennzeichen;reychkrál;;
Kern;dunash;;
Kerze;joul;;
Kette;koilchr;;
ketten;koilchrell;;
Ketzer;fîlftioner;;
ketzerisch;fîlftiont;;
Keule;totch;;
keusch;roft;;
Keuschheit;rof;;
Keuschheitsgelübde;rofkomp;;
Khaki;vensp;;
kichern;exershell;;
Kiefer;drawl;;
Kies;destrok;;
Kilo;tem;;
Kilogramm;temtîk;;
Kilometer;temroif;;
Kind;enímek;;o
Kinderfänger;enímoskleschap;;
Kinderspielplatz;enímosfeychronchr;;
Kindheit;ením;;
kindisch;enímt;;
kindlich;enímroilt;;
Kinn;jölf;;
Kino;pásc;;
Kiosk;jumî;;
kippen;fturmell;;
Kirche;rouchr;;o
kirchlich;rouchrt;;
Kirsche;nelsh;;
Kissen;chîlop;;
Kiste;plom;;
Kittel;mestef;;
kitzeln;licashell;;
kitzlig;licasht;;
Kiwi;yawk;;
Klage;crunash;;
klagen;crunashell;;
Kläger;crunasher;;
Klammer;áxon;;
Klamotte;resref;;
Klang;miritch;;
Klappe;tripc;;
klar;liationt;;
klären;ropchrell;;
Klärung;ropchrem;;
Klasse;teron;;
Klassik;droux;;
klassisch;drouxt;;
klatschen;tauchell;;
Klaue;glopef;;
Klausur;telrik;;
kleben;chíroilell;;
kleckern;wotashell;;
Klecks;wotash;;
Kleid;banash;;
kleiden;banashell;;
Kleiderschrank;banashskonsh;;
Kleiderständer;banashsonchref;;
Kleidung;banashem;;
Kleie;qor;;
klein;grilpt;;
Kleinigkeit;grilpash;;
Klemme;trouption;;
klemmen;trouptionell;;
Klette;esmúl;;
Klettverschluss;esmúljawschulk;;
klicken;káchell;;
Klient;musrasher;;
Klient;musrashp;;
Klima;sîtion;;
klimatisch;sîtiont;;
klimatisieren;sîtionell;;
Klimatisierung;sîtionem;;
Klinge;turmand;;
Klingel;pîersh;;
klingeln;pîershell;;
klingen;miritchell;;
Klinik;fumerrash;;
klinisch;fumerrasht;;
Klinke;frinsh;;
klirren;trîkonell;;
Klirrfaktor;trîkonrustion;;
Klo;klopsh;;
Klon;troilashot;;
klonen;troilashell;;
klopfen;pleconell;;
Klopfer;pleconef;;
Klops;tnosh;;
Kloster;korm;;
Klotz;grop;;
Klub;potchron;;
Kluft;gapren;;
klug;rîlingt;;
Klugheit;rîlingkoul;;
knacken;wîmchrell;;
knackig;wîmchrt;;
Knall;bratch;;
knallen;bratchell;;
knapp;trîchrt;;
Knarre;cinash;;
knarren;cinashell;;
Knebel;fîpersh;;
knebeln;fîpershell;;
kneifen;belshell;;
Knick;romlash;;
knicken;romlashell;;
Knie;chup;;
knien;chupell;;
Kniff;belsh;;
knifflig;treyrúlt;;
knipsen;gifshell;;
Knipser;gifsher;;
knirschen;estrashell;'es.tra.shell;
knistern;wîtashell;;
Knoblauch;atgrush;;
Knochen;voulash;;
knöchrig;voulasht;;
Knödel;prinap;;
Knolle;belgor;;
Knopf;jamtion;;
knöpfen;jamtionell;;
Knorpel;cetruk;;
Knoten;driltion;;
knüpfen;qîerrashell;;
Knüppel;cechec;;
knüppeln;cechecell;;
knuspern;spelonell;;
knusprig;spelont;;
koalieren;manewshell;;
Koalition;manewsh;;
Koch;flanasher;;
Kochbuch;flanashsolotch;;
kochen;flanashell;;
Köchin;flanashin;;
Kochplatte;flanashrinash;;
Kochtopf;flanashpromp;;
Köder;pîption;;
Köder;pîptionot;;
ködern;pîptionell;;
Koffer;wilop;;
Kofferraum;wilopdewl;;
Kohl;tigif;;
Kohle;kroktion;;
Kohlrabi;tigifchr;;
Kokos;kelk;;
Kollege;trîvek;;
kollegial;trîvt;;
kollidieren;priskashell;;
Kollision;priskash;;
Kolonie;choprik;;
Koma;tulrî;;
Kombination;drisl;;
kombinieren;drislell;;
Komet;romuk;;
Komfort;sition;;
komfortabel;sitiont;;
Komik;reytion;;
Komiker;reytioner;;
komisch;reytiont;;
Komma;vá;'vá;
kommandieren;sprelatchell;;
Kommando;sprelatch;;
kommen;blenell;;
Kommentar;elstion;;
Kommentator;elstioner;;
kommentieren;elstionell;;
Kommission;híletion;;
kommissionieren;híletionell;;
Kommissionierung;híletionem;;
Komödie;reytionash;;
kompakt;rekt;;
kompatibel;proishupt;;
Kompatibilität;proishup;;
kompetent;culpt;;
Kompetenz;culp;;
komplett;naunont;'nau.nont;
komplettieren;naunonell;'nau.no.nell;
komplex;kurroilt;;
Kompliment;várenk;;
Komplott;qilup;;
Komponente;tru´ch;;
Kompromiss;mârf;;
Konditor;mûlmek;;
Konditorei;mûlmtrásp;;
Kondom;fíprem;;
Konferenz;lmäch;;
konferieren;lmächell;;
Konfiguration;tauchrír;;
konfigurierbar;tauchrfe^chtiont;;
konfigurieren;tauchrell;;
Konflikt;gamash;;
Konfrontation;lelchr;;
konfrontieren;lelchrell;;
Kongress;tinrem;;
König;tíler;;
Königin;tílin;;
königlich;tílt;;
Königreich;tílerlesch;;
Königsklasse;tílerteron;;
Konjunktiv;pashem;;
konkret;relîstiont;;
konkretisieren;relîstionell;;
Konkurrent;orfchrer;;
Konkurrenz;orfchr;;
konkurrieren;orfchrell;;
können;mnell;;
Konsole;grîlk;;
konstant;busremt;;
Konstante;busrem;;
konstruieren;belrashell;;
Konstruktion;belrash;;
Konsum;tomrush;;
konsumieren;tomrushell;;
Kontakt;spirelchr;;
kontaktieren;spirelchrell;;
Kontaktierung;spirelchrem;;
kontieren;tulushell;;
Kontinent;mîf;;
Konto;tulush;;
Kontoauszug;tulushtorfwunchr;;
Kontrolle;naption;;
kontrollierbar;naptionfe^chtiont;;
kontrollieren;naptionell;;
Konzentration;gnalchr;;
konzentrieren;gnalchrell;;
Konzept;telrîk;;
Konzern;opxem;;
Konzert;prîschr;;
Koordinate;súdrîchr;;
Kopf;gordosh;;
köpfen;gordoshell;;
Kopfkissen;gordoshchîlop;;
Kopie;hoution;;
kopieren;houtionell;;
Koppel;meyprî;;
koppeln;meyprîell;;
Korb;donk;;
Korken;mnalsh;;
Korn;kopish;;
Körper;krîk;;
Körperverletzung;krîkfletchem;;
korrekt;párasht;;
Korrektur;párash;;
korrigieren;párashell;;
Kost;hewm;;
kosten;hewmell;;
kosten;mroshell;;
Kosten;mroshs;;
kostenlos;mroshslept;;
köstlich;hewmasht;;
Köstlichkeit;hewmash;;
Kostprobe;blekchrhewm;;
Kot;lûsh;;
krabbeln;spidnell;;
Krach;shrolm;;
krachen;shrolmell;;
Kraft;spîn;;
kräftig;spînt;;
Kraftwerk;spînkrílon;;
Kragen;borx;;
Krähe;doulsk;;
krähen;doulell;;
Kralle;qurch;;
krallen;qurchell;;
Kram;krípsh;;
kramen;krípshell;;
Krampf;mialtion;;
Kran;chopratch;;
krank;cploisht;;
Kranke;cploishot;;
Krankenhaus;cploishotstormtion;;
Krankenkasse;cploishotshewp;;
Krankenschwester;cploishotsenashin;;
Krankenversicherung;cploishotsjawsjorxem;;
krankhaft;cploishtfrált;;
Krankheit;cploichr;;
Krankheitsursache;cploichryinhewchr;;
Krankheitsverlauf;cploichrjawsdorchr;;
krankmelden;cploishtkoilell;;
Krankmeldung;cploishtkoilem;;
krankschreiben;cploishtchinvell;;
Krankschreibung;cploishtchinvem;;
Kranz;vurip;;
krass;keynilt;;
Krater;shrap;;
kratzen;trechrell;;
Kratzer;trechref;;
Kraut;trilp;;
Kräutertee;trilpssreyc;;
Krawatte;flul;;
Kredit;rojep;;
Kreis;cilx;;
kreischen;kilkashell;;
Kreisel;rícilx;;
kreisen;cilxell;;
Krematorium;shelisroil;;
krepieren;shoroilell;;
Kreuz;bletion;;
kreuzen;bletionell;;
Kreuzung;bletionem;;
Kreuzworträtsel;bletionaqinstionsproil;;
kriechen;chírónell;;
Krieg;chopash;;
kriegen;yágrell;'yá.grell;
Kriminalität;gusreltion;;
kriminell;gusreltiont;;
Krimineller;gusreltioner;;
Krise;fpîk;;
Kristall;ba^tion;;
kristallisieren;ba^tionell;;
Kritik;shialchr;;
kritisch;shialchrt;;
kritisieren;shialchrell;;
kritzeln;slîzerrashell;;
Krokodil;tmashsk;;
Krone;peytion;;
krönen;peytionell;;
Krönung;peytionem;;
Kröte;qoilsk;;
Krug;prenk;;
Kruste;weych;;
Küche;nensh;;
Kuchen;nalc;;
Küchenchef;nenshlotchap;;
Kugel;chelûk;;
kugeln;chelûkell;;
Kugelschreiber;chelûkchinvef;;
kugelsicher;chelûkjorxt;;
Kuh;oiin;;
kühl;spriasht;;
kühlen;spriashell;;
Kühlschrank;spriashtkonsh;;o
kühn;qelasht;;
Kühnheit;qelash;;
kulant;klîrúlt;;
Kulanz;klîrúl;;
Kulisse;príchup;;
Kult;trilc;;
kultig;trilct;;
Kultur;serinch;;
kulturell;serincht;;
Kümmel;trox;;
Kummer;hîlol;;
kümmern;sríjurtionell;;
Kumpel;koilmek;;
Kunde;hîtrish;;
Kunde;kospler;;
Kunde;kosplot;;
kündigen;qîronell;;
Kündigung;qîronem;;
Kundin;kosplin;;
künftig;sprík;;
Kunst;rúplash;;
künstlich;rúplasht;;
Kunststoff;rúplashtrilm;;
kuppeln;spelpchrell;;
Kupplung;spelpchrem;;
Kur;meshc;;
Kurbel;rushon;;
kurbeln;rushonell;;
Kurhotel;meshcäuskosh;;
Kurier;punmek;;
kurios;klîpt;;
Kuriosität;klîp;;
Kurs;blígash;;
Kurve;snîf;'snîf;
kurvig;snîft;'snîft;
kurz;kilsht;;
Kürze;kilsh;;
kürzen;kilshell;;
Kürzung;kilshem;;
